SITE_NAME,DATE1,DAY_OF_WEEK,INSPECTOR_ID,PAY_VOL,SHIFT_START,SHIFT_END,TOTALINSP,NUMINVASIVE,TOWN,WATERBODY,SHIFT_LENGTH,DATE,month,year
Launch Drive Cobbosseecontee,08/15/2022,Mon,5580,1,07:00,13:00,19.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-15,8,2022
Launch Drive Cobbosseecontee,08/15/2022,Mon,5670,1,13:00,19:00,15.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-15,8,2022
East Winthrop Cobbosseecontee,08/16/2022,Tue,5588,1,07:00,13:00,5.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-16,8,2022
Launch Drive Cobbosseecontee,08/16/2022,Tue,3504,1,07:00,13:00,12.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-16,8,2022
East Winthrop Cobbosseecontee,08/16/2022,Tue,5580,1,13:00,19:00,4.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-16,8,2022
Launch Drive Cobbosseecontee,08/16/2022,Tue,5670,1,13:00,18:30,3.0,0.0,Monmouth,Cobbosseecontee Lake,330.0,2022-08-16,8,2022
Launch Drive Cobbosseecontee,08/16/2022,Tue,5637,0,04:50,07:00,2.0,0.0,Monmouth,Cobbosseecontee Lake,130.0,2022-08-16,8,2022
Launch Drive Cobbosseecontee,08/17/2022,Wed,5580,1,07:00,13:00,6.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-17,8,2022
East Winthrop Cobbosseecontee,08/17/2022,Wed,5402,1,07:00,13:00,2.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-17,8,2022
East Winthrop Cobbosseecontee,08/18/2022,Thu,5670,1,13:00,19:00,0.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-18,8,2022
East Winthrop Cobbosseecontee,08/18/2022,Thu,5588,1,07:00,13:00,0.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-18,8,2022
Launch Drive Cobbosseecontee,08/18/2022,Thu,2169,1,13:00,19:00,2.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-18,8,2022
Whippoorwill Road,08/18/2022,Thu,5402,1,12:00,18:00,1.0,0.0,Litchfield,Woodbury Pond,360.0,2022-08-18,8,2022
Launch Drive Cobbosseecontee,08/18/2022,Thu,5305,1,07:00,13:00,1.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-18,8,2022
Wilson Pond Road,08/19/2022,Fri,5706,0,04:54,07:44,0.0,0.0,Monmouth,Wilson Pond,170.0,2022-08-19,8,2022
Thorofare Rd,08/19/2022,Fri,2169,1,13:00,19:00,22.0,0.0,Litchfield,Pleasant Pond,360.0,2022-08-19,8,2022
East Winthrop Cobbosseecontee,08/19/2022,Fri,5582,1,13:00,19:00,4.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-19,8,2022
Augusta West Kampground,08/19/2022,Fri,3504,1,12:00,18:00,2.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-08-19,8,2022
Whippoorwill Road,08/19/2022,Fri,5714,1,13:00,19:00,22.0,2.0,Litchfield,Woodbury Pond,360.0,2022-08-19,8,2022
Launch Drive Cobbosseecontee,08/19/2022,Fri,5670,1,07:00,17:15,52.0,0.0,Monmouth,Cobbosseecontee Lake,615.0,2022-08-19,8,2022
Whippoorwill Road,08/20/2022,Sat,5402,1,07:00,17:00,52.0,0.0,Litchfield,Woodbury Pond,600.0,2022-08-20,8,2022
Old Kents Hill Road,08/20/2022,Sat,5588,1,07:00,17:00,5.0,0.0,Readfield,Torsey Lake,600.0,2022-08-20,8,2022
Launch Drive Cobbosseecontee,08/20/2022,Sat,5637,0,04:34,07:03,14.0,0.0,Monmouth,Cobbosseecontee Lake,149.0,2022-08-20,8,2022
Rt 41 North Basin Maranacook,08/20/2022,Sat,4729,1,12:00,12:30,1.0,0.0,Readfield,Maranacook Lake,30.0,2022-08-20,8,2022
Thorofare Rd,08/20/2022,Sat,2169,1,13:00,19:00,26.0,0.0,Litchfield,Pleasant Pond,360.0,2022-08-20,8,2022
Wilson Pond Road,08/20/2022,Sat,3504,1,07:00,17:00,17.0,0.0,Monmouth,Wilson Pond,600.0,2022-08-20,8,2022
Launch Drive Cobbosseecontee,08/20/2022,Sat,5670,1,07:00,17:00,56.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2022-08-20,8,2022
Rt 41 North Basin Maranacook,08/20/2022,Sat,5584,1,09:00,19:00,42.0,0.0,Readfield,Maranacook Lake,600.0,2022-08-20,8,2022
Beach Road,08/20/2022,Sat,4174,1,13:00,19:00,17.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-08-20,8,2022
Augusta West Kampground,08/20/2022,Sat,5577,1,08:00,18:00,10.0,0.0,Winthrop,Annabessacook Lake,600.0,2022-08-20,8,2022
Norcross Point South Basin Maranacook,08/20/2022,Sat,5714,1,07:08,15:00,23.0,1.0,Winthrop,Maranacook Lake,472.0,2022-08-20,8,2022
East Winthrop Cobbosseecontee,08/20/2022,Sat,5305,1,07:00,13:00,17.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-20,8,2022
Thorofare Rd,08/21/2022,Sun,4944,1,07:00,17:00,39.0,0.0,Litchfield,Pleasant Pond,600.0,2022-08-21,8,2022
East Winthrop Cobbosseecontee,08/21/2022,Sun,5671,1,07:00,17:00,21.0,0.0,Winthrop,Cobbosseecontee Lake,600.0,2022-08-21,8,2022
Rt 41 North Basin Maranacook,08/21/2022,Sun,5584,1,13:00,19:00,44.0,0.0,Readfield,Maranacook Lake,360.0,2022-08-21,8,2022
Launch Drive Cobbosseecontee,08/21/2022,Sun,5714,1,13:00,19:00,37.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-21,8,2022
Augusta West Kampground,08/21/2022,Sun,5577,1,14:00,20:00,4.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-08-21,8,2022
Launch Drive Cobbosseecontee,08/21/2022,Sun,3504,1,07:00,13:00,45.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-21,8,2022
Rt 41 North Basin Maranacook,08/21/2022,Sun,5588,1,07:00,13:00,23.0,0.0,Readfield,Maranacook Lake,360.0,2022-08-21,8,2022
Whippoorwill Road,08/21/2022,Sun,5402,1,07:00,13:00,20.0,0.0,Litchfield,Woodbury Pond,360.0,2022-08-21,8,2022
Wilson Pond Road,08/21/2022,Sun,5644,1,13:00,19:00,9.0,0.0,Monmouth,Wilson Pond,360.0,2022-08-21,8,2022
Whippoorwill Road,08/21/2022,Sun,2169,1,13:00,19:00,16.0,0.0,Litchfield,Woodbury Pond,360.0,2022-08-21,8,2022
Launch Drive Cobbosseecontee,08/21/2022,Sun,5637,0,04:43,07:02,2.0,0.0,Monmouth,Cobbosseecontee Lake,139.0,2022-08-21,8,2022
Wilson Pond Road,08/21/2022,Sun,5673,0,09:05,11:00,2.0,0.0,Monmouth,Wilson Pond,115.0,2022-08-21,8,2022
Beach Road,08/21/2022,Sun,4174,1,12:45,19:00,14.0,0.0,Monmouth,Cochnewagon Pond,375.0,2022-08-21,8,2022
Norcross Point South Basin Maranacook,08/21/2022,Sun,5305,1,07:00,13:00,18.0,0.0,Winthrop,Maranacook Lake,360.0,2022-08-21,8,2022
East Winthrop Cobbosseecontee,08/22/2022,Mon,5588,1,07:00,15:00,4.0,0.0,Winthrop,Cobbosseecontee Lake,480.0,2022-08-22,8,2022
Launch Drive Cobbosseecontee,08/22/2022,Mon,5670,1,13:00,19:00,6.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-22,8,2022
Launch Drive Cobbosseecontee,08/22/2022,Mon,5714,1,07:00,13:00,14.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-22,8,2022
Launch Drive Cobbosseecontee,08/23/2022,Tue,5637,1,04:42,07:04,1.0,0.0,Monmouth,Cobbosseecontee Lake,142.0,2022-08-23,8,2022
Launch Drive Cobbosseecontee,08/23/2022,Tue,3504,1,13:00,19:00,6.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-23,8,2022
East Winthrop Cobbosseecontee,08/23/2022,Tue,5633,1,07:00,13:00,3.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-23,8,2022
Launch Drive Cobbosseecontee,08/23/2022,Tue,5670,1,07:00,13:00,6.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-23,8,2022
Launch Drive Cobbosseecontee,08/24/2022,Wed,5637,0,04:46,07:09,3.0,0.0,Monmouth,Cobbosseecontee Lake,143.0,2022-08-24,8,2022
East Winthrop Cobbosseecontee,08/24/2022,Wed,5637,0,04:51,06:55,5.0,0.0,Winthrop,Cobbosseecontee Lake,124.0,2022-08-24,8,2022
East Winthrop Cobbosseecontee,08/24/2022,Wed,5588,1,07:00,13:00,3.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-24,8,2022
Launch Drive Cobbosseecontee,08/24/2022,Wed,3504,1,07:00,17:00,15.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2022-08-24,8,2022
East Winthrop Cobbosseecontee,08/24/2022,Wed,5714,1,13:00,19:00,0.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-24,8,2022
Launch Drive Cobbosseecontee,08/25/2022,Thu,5714,1,07:00,13:30,24.0,0.0,Monmouth,Cobbosseecontee Lake,390.0,2022-08-25,8,2022
Whippoorwill Road,08/25/2022,Thu,5585,1,13:00,18:00,10.0,0.0,Litchfield,Woodbury Pond,300.0,2022-08-25,8,2022
East Winthrop Cobbosseecontee,08/25/2022,Thu,5633,1,07:00,17:00,8.0,1.0,Winthrop,Cobbosseecontee Lake,600.0,2022-08-25,8,2022
Launch Drive Cobbosseecontee,08/26/2022,Fri,5580,1,07:00,13:00,6.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-26,8,2022
East Winthrop Cobbosseecontee,08/26/2022,Fri,5670,1,07:00,16:15,3.0,0.0,Winthrop,Cobbosseecontee Lake,555.0,2022-08-26,8,2022
Thorofare Rd,08/26/2022,Fri,3504,1,12:00,16:15,3.0,0.0,Litchfield,Pleasant Pond,255.0,2022-08-26,8,2022
Augusta West Kampground,08/26/2022,Fri,4174,1,12:00,18:00,3.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-08-26,8,2022
Wilson Pond Road,08/26/2022,Fri,5706,0,05:22,08:45,0.0,0.0,Monmouth,Wilson Pond,203.0,2022-08-26,8,2022
Rt 41 North Basin Maranacook,08/27/2022,Sat,5633,1,07:10,13:00,2.0,0.0,Readfield,Maranacook Lake,350.0,2022-08-27,8,2022
Thorofare Rd,08/27/2022,Sat,4944,1,07:00,13:00,9.0,0.0,Litchfield,Pleasant Pond,360.0,2022-08-27,8,2022
Launch Drive Cobbosseecontee,08/27/2022,Sat,5637,0,04:58,07:05,13.0,0.0,Monmouth,Cobbosseecontee Lake,127.0,2022-08-27,8,2022
Rt 41 North Basin Maranacook,08/27/2022,Sat,5584,1,13:00,19:00,27.0,0.0,Readfield,Maranacook Lake,360.0,2022-08-27,8,2022
Wilson Pond Road,08/27/2022,Sat,5582,1,09:30,10:00,1.0,0.0,Monmouth,Wilson Pond,30.0,2022-08-27,8,2022
Thorofare Rd,08/27/2022,Sat,2169,1,13:00,19:00,16.0,0.0,Litchfield,Pleasant Pond,360.0,2022-08-27,8,2022
Old Kents Hill Road,08/27/2022,Sat,5588,1,07:00,17:00,10.0,0.0,Readfield,Torsey Lake,600.0,2022-08-27,8,2022
Launch Drive Cobbosseecontee,08/27/2022,Sat,5671,1,07:00,17:00,44.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2022-08-27,8,2022
Beach Road,08/27/2022,Sat,5306,1,07:00,13:00,1.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-08-27,8,2022
East Winthrop Cobbosseecontee,08/27/2022,Sat,5670,1,07:00,17:00,9.0,0.0,Winthrop,Cobbosseecontee Lake,600.0,2022-08-27,8,2022
Norcross Point South Basin Maranacook,08/27/2022,Sat,5577,1,07:00,17:00,9.0,0.0,Winthrop,Maranacook Lake,600.0,2022-08-27,8,2022
Augusta West Kampground,08/27/2022,Sat,4174,1,08:00,18:00,8.0,0.0,Winthrop,Annabessacook Lake,600.0,2022-08-27,8,2022
Augusta West Kampground,08/28/2022,Sun,4174,1,08:00,18:00,6.0,0.0,Winthrop,Annabessacook Lake,600.0,2022-08-28,8,2022
Beach Road,08/28/2022,Sun,5622,1,13:00,19:00,3.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-08-28,8,2022
Thorofare Rd,08/28/2022,Sun,4944,1,07:00,13:00,22.0,0.0,Litchfield,Pleasant Pond,360.0,2022-08-28,8,2022
Rt 41 North Basin Maranacook,08/28/2022,Sun,5588,1,07:00,13:00,10.0,0.0,Readfield,Maranacook Lake,360.0,2022-08-28,8,2022
Launch Drive Cobbosseecontee,08/28/2022,Sun,5580,1,07:00,13:00,36.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-28,8,2022
Launch Drive Cobbosseecontee,08/28/2022,Sun,5585,1,13:00,15:00,8.0,0.0,Monmouth,Cobbosseecontee Lake,120.0,2022-08-28,8,2022
Wilson Pond Road,08/28/2022,Sun,5631,0,07:00,09:10,3.0,0.0,Monmouth,Wilson Pond,130.0,2022-08-28,8,2022
Launch Drive Cobbosseecontee,08/28/2022,Sun,5637,0,04:42,07:06,4.0,0.0,Monmouth,Cobbosseecontee Lake,144.0,2022-08-28,8,2022
Rt 41 North Basin Maranacook,08/28/2022,Sun,5584,1,13:00,19:00,18.0,0.0,Readfield,Maranacook Lake,360.0,2022-08-28,8,2022
East Winthrop Cobbosseecontee,08/28/2022,Sun,3504,1,07:00,17:00,27.0,0.0,Winthrop,Cobbosseecontee Lake,600.0,2022-08-28,8,2022
Thorofare Rd,08/28/2022,Sun,2169,1,13:00,19:00,19.0,0.0,Litchfield,Pleasant Pond,360.0,2022-08-28,8,2022
Wilson Pond Road,08/28/2022,Sun,5668,0,11:00,13:00,2.0,0.0,Monmouth,Wilson Pond,120.0,2022-08-28,8,2022
Beach Road,08/28/2022,Sun,5622,1,13:45,19:00,10.0,0.0,Monmouth,Cochnewagon Pond,315.0,2022-08-28,8,2022
Whippoorwill Road,08/28/2022,Sun,5671,1,07:00,17:00,29.0,0.0,Litchfield,Woodbury Pond,600.0,2022-08-28,8,2022
Old Kents Hill Road,08/28/2022,Sun,5633,1,07:00,17:11,14.0,0.0,Readfield,Torsey Lake,611.0,2022-08-28,8,2022
Beach Road,08/28/2022,Sun,5306,1,07:00,13:00,10.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-08-28,8,2022
Norcross Point South Basin Maranacook,08/28/2022,Sun,5644,1,07:00,17:00,11.0,0.0,Winthrop,Maranacook Lake,600.0,2022-08-28,8,2022
Launch Drive Cobbosseecontee,08/29/2022,Mon,5582,1,15:00,18:30,39.0,0.0,Monmouth,Cobbosseecontee Lake,210.0,2022-08-29,8,2022
Launch Drive Cobbosseecontee,08/29/2022,Mon,5637,0,04:55,07:10,2.0,0.0,Monmouth,Cobbosseecontee Lake,135.0,2022-08-29,8,2022
Launch Drive Cobbosseecontee,08/29/2022,Mon,5670,1,07:00,17:00,14.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2022-08-29,8,2022
Launch Drive Cobbosseecontee,08/30/2022,Tue,5637,0,04:29,07:08,0.0,0.0,Monmouth,Cobbosseecontee Lake,159.0,2022-08-30,8,2022
Launch Drive Cobbosseecontee,08/31/2022,Wed,5670,1,07:00,13:00,1.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-31,8,2022
Launch Drive Cobbosseecontee,08/31/2022,Wed,3504,1,13:00,19:00,5.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-31,8,2022
Launch Drive Cobbosseecontee,09/01/2022,Thu,5637,0,04:53,07:03,3.0,0.0,Monmouth,Cobbosseecontee Lake,130.0,2022-09-01,9,2022
Launch Drive Cobbosseecontee,09/01/2022,Thu,5648,1,07:00,13:00,9.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-09-01,9,2022
Launch Drive Cobbosseecontee,09/01/2022,Thu,2169,1,13:00,19:00,12.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-09-01,9,2022
Thorofare Rd,09/02/2022,Fri,5648,1,12:00,18:00,16.0,1.0,Litchfield,Pleasant Pond,360.0,2022-09-02,9,2022
Wilson Pond Road,09/02/2022,Fri,5706,0,05:50,07:50,1.0,0.0,Monmouth,Wilson Pond,120.0,2022-09-02,9,2022
East Winthrop Cobbosseecontee,09/02/2022,Fri,5714,1,13:00,19:00,13.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-09-02,9,2022
Whippoorwill Road,09/02/2022,Fri,5670,1,12:00,18:00,12.0,0.0,Litchfield,Woodbury Pond,360.0,2022-09-02,9,2022
Launch Drive Cobbosseecontee,09/02/2022,Fri,3504,1,07:00,13:00,22.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-09-02,9,2022
Wilson Pond Road,09/02/2022,Fri,5706,0,04:50,07:00,2.0,0.0,Monmouth,Wilson Pond,130.0,2022-09-02,9,2022
Launch Drive Cobbosseecontee,09/02/2022,Fri,5637,0,04:47,07:00,5.0,0.0,Monmouth,Cobbosseecontee Lake,133.0,2022-09-02,9,2022
Launch Drive Cobbosseecontee,09/02/2022,Fri,2169,1,13:00,19:00,24.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-09-02,9,2022
Norcross Point South Basin Maranacook,09/03/2022,Sat,5671,1,07:00,17:00,17.0,0.0,Winthrop,Maranacook Lake,600.0,2022-09-03,9,2022
East Winthrop Cobbosseecontee,09/03/2022,Sat,5633,1,07:00,17:00,28.0,0.0,Winthrop,Cobbosseecontee Lake,600.0,2022-09-03,9,2022
Thorofare Rd,09/03/2022,Sat,4944,1,07:00,17:00,27.0,0.0,Litchfield,Pleasant Pond,600.0,2022-09-03,9,2022
Old Kents Hill Road,09/03/2022,Sat,1289,0,09:00,11:00,3.0,0.0,Readfield,Torsey Lake,120.0,2022-09-03,9,2022
Wilson Pond Road,09/03/2022,Sat,5648,1,07:00,17:00,13.0,0.0,Monmouth,Wilson Pond,600.0,2022-09-03,9,2022
Rt 41 North Basin Maranacook,09/03/2022,Sat,5584,1,13:00,19:00,18.0,0.0,Readfield,Maranacook Lake,360.0,2022-09-03,9,2022
Old Kents Hill Road,09/03/2022,Sat,2091,0,11:00,13:00,3.0,0.0,Readfield,Torsey Lake,120.0,2022-09-03,9,2022
Launch Drive Cobbosseecontee,09/03/2022,Sat,5670,1,07:00,13:00,36.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-09-03,9,2022
Old Kents Hill Road,09/03/2022,Sat,1149,0,07:00,09:00,1.0,0.0,Readfield,Torsey Lake,120.0,2022-09-03,9,2022
Launch Drive Cobbosseecontee,09/03/2022,Sat,3504,1,13:00,19:00,47.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-09-03,9,2022
Beach Road,09/03/2022,Sat,5306,1,07:00,13:00,5.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-09-03,9,2022
Old Kents Hill Road,09/03/2022,Sat,2096,0,13:00,15:00,5.0,0.0,Readfield,Torsey Lake,120.0,2022-09-03,9,2022
Augusta West Kampground,09/03/2022,Sat,4174,1,08:00,18:00,6.0,0.0,Winthrop,Annabessacook Lake,600.0,2022-09-03,9,2022
Launch Drive Cobbosseecontee,09/03/2022,Sat,5637,0,04:50,07:05,6.0,0.0,Monmouth,Cobbosseecontee Lake,135.0,2022-09-03,9,2022
Rt 41 North Basin Maranacook,09/03/2022,Sat,5644,1,07:00,13:00,13.0,0.0,Readfield,Maranacook Lake,360.0,2022-09-03,9,2022
Whippoorwill Road,09/03/2022,Sat,2169,1,07:00,17:00,30.0,0.0,Litchfield,Woodbury Pond,600.0,2022-09-03,9,2022
Old Kents Hill Road,09/03/2022,Sat,1292,0,17:00,19:00,3.0,0.0,Readfield,Torsey Lake,120.0,2022-09-03,9,2022
Old Kents Hill Road,09/03/2022,Sat,5451,0,15:00,17:00,3.0,0.0,Readfield,Torsey Lake,120.0,2022-09-03,9,2022
Augusta West Kampground,09/04/2022,Sun,5672,0,16:00,18:00,4.0,0.0,Winthrop,Annabessacook Lake,120.0,2022-09-04,9,2022
Launch Drive Cobbosseecontee,09/04/2022,Sun,3504,1,07:00,17:00,100.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2022-09-04,9,2022
Wilson Pond Road,09/04/2022,Sun,5582,1,16:30,17:30,1.0,0.0,Monmouth,Wilson Pond,60.0,2022-09-04,9,2022
Norcross Point South Basin Maranacook,09/04/2022,Sun,5644,1,07:00,17:00,25.0,0.0,Winthrop,Maranacook Lake,600.0,2022-09-04,9,2022
East Winthrop Cobbosseecontee,09/04/2022,Sun,5714,1,13:00,19:00,13.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-09-04,9,2022
Rt 41 North Basin Maranacook,09/04/2022,Sun,5670,1,13:00,19:00,12.0,0.0,Readfield,Maranacook Lake,360.0,2022-09-04,9,2022
Wilson Pond Road,09/04/2022,Sun,5582,1,07:00,13:30,10.0,0.0,Monmouth,Wilson Pond,390.0,2022-09-04,9,2022
Old Kents Hill Road,09/04/2022,Sun,5144,0,13:00,15:00,4.0,0.0,Readfield,Torsey Lake,120.0,2022-09-04,9,2022
Thorofare Rd,09/04/2022,Sun,4944,1,07:00,13:00,17.0,0.0,Litchfield,Pleasant Pond,360.0,2022-09-04,9,2022
Old Kents Hill Road,09/04/2022,Sun,1292,0,17:00,19:00,0.0,0.0,Readfield,Torsey Lake,120.0,2022-09-04,9,2022
Rt 41 North Basin Maranacook,09/04/2022,Sun,5584,1,07:00,13:00,10.0,0.0,Readfield,Maranacook Lake,360.0,2022-09-04,9,2022
Old Kents Hill Road,09/04/2022,Sun,5633,1,07:00,13:00,6.0,0.0,Readfield,Torsey Lake,360.0,2022-09-04,9,2022
East Winthrop Cobbosseecontee,09/04/2022,Sun,5588,1,07:00,13:00,7.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-09-04,9,2022
Augusta West Kampground,09/04/2022,Sun,5671,1,08:00,14:00,11.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-09-04,9,2022
Beach Road,09/04/2022,Sun,4174,1,09:00,17:00,22.0,0.0,Monmouth,Cochnewagon Pond,480.0,2022-09-04,9,2022
Thorofare Rd,09/04/2022,Sun,2169,1,13:00,19:00,21.0,0.0,Litchfield,Pleasant Pond,360.0,2022-09-04,9,2022
Augusta West Kampground,09/04/2022,Sun,5582,1,14:00,16:00,4.0,0.0,Winthrop,Annabessacook Lake,120.0,2022-09-04,9,2022
Old Kents Hill Road,09/05/2022,Mon,4383,0,15:00,17:00,1.0,0.0,Readfield,Torsey Lake,120.0,2022-09-05,9,2022
Norcross Point South Basin Maranacook,09/05/2022,Mon,5671,1,07:00,13:00,3.0,0.0,Winthrop,Maranacook Lake,360.0,2022-09-05,9,2022
Norcross Point South Basin Maranacook,09/05/2022,Mon,5644,1,13:00,19:00,1.0,0.0,Winthrop,Maranacook Lake,360.0,2022-09-05,9,2022
Beach Road,09/05/2022,Mon,5582,1,13:00,19:00,2.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-09-05,9,2022
Thorofare Rd,09/05/2022,Mon,4944,1,07:00,17:00,8.0,0.0,Litchfield,Pleasant Pond,600.0,2022-09-05,9,2022
Whippoorwill Road,09/05/2022,Mon,5648,1,07:00,17:00,1.0,0.0,Litchfield,Woodbury Pond,600.0,2022-09-05,9,2022
Augusta West Kampground,09/05/2022,Mon,4174,1,08:00,18:00,5.0,0.0,Winthrop,Annabessacook Lake,600.0,2022-09-05,9,2022
East Winthrop Cobbosseecontee,09/05/2022,Mon,5714,1,07:00,17:00,1.0,0.0,Winthrop,Cobbosseecontee Lake,600.0,2022-09-05,9,2022
Launch Drive Cobbosseecontee,09/05/2022,Mon,3504,1,07:00,17:00,12.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2022-09-05,9,2022
Launch Drive Cobbosseecontee,09/05/2022,Mon,5637,0,04:56,07:06,3.0,0.0,Monmouth,Cobbosseecontee Lake,130.0,2022-09-05,9,2022
Launch Drive Cobbosseecontee,09/05/2022,Mon,5637,0,04:55,07:07,1.0,0.0,Monmouth,Cobbosseecontee Lake,132.0,2022-09-05,9,2022
Beach Road,09/05/2022,Mon,5306,1,07:00,13:00,2.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-09-05,9,2022
Old Kents Hill Road,09/05/2022,Mon,5670,1,07:00,17:00,2.0,0.0,Readfield,Torsey Lake,600.0,2022-09-05,9,2022
Launch Drive Cobbosseecontee,09/06/2022,Tue,5637,0,05:06,07:15,1.0,0.0,Monmouth,Cobbosseecontee Lake,129.0,2022-09-06,9,2022
Launch Drive Cobbosseecontee,09/07/2022,Wed,5637,0,05:06,07:34,0.0,0.0,Monmouth,Cobbosseecontee Lake,148.0,2022-09-07,9,2022
East Winthrop Cobbosseecontee,09/09/2022,Fri,5670,1,13:00,19:00,1.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-09-09,9,2022
Launch Drive Cobbosseecontee,09/09/2022,Fri,3504,1,13:00,19:00,15.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-09-09,9,2022
Launch Drive Cobbosseecontee,09/09/2022,Fri,5714,1,07:00,13:00,5.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-09-09,9,2022
Launch Drive Cobbosseecontee,09/09/2022,Fri,5637,0,04:40,07:00,6.0,0.0,Monmouth,Cobbosseecontee Lake,140.0,2022-09-09,9,2022
Old Kents Hill Road,09/10/2022,Sat,2096,0,11:00,15:00,5.0,0.0,Readfield,Torsey Lake,240.0,2022-09-10,9,2022
Augusta West Kampground,09/10/2022,Sat,4174,1,08:00,18:00,18.0,0.0,Winthrop,Annabessacook Lake,600.0,2022-09-10,9,2022
East Winthrop Cobbosseecontee,09/10/2022,Sat,5648,1,07:00,13:00,5.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-09-10,9,2022
Old Kents Hill Road,09/10/2022,Sat,1103,0,09:00,11:00,0.0,0.0,Readfield,Torsey Lake,120.0,2022-09-10,9,2022
East Winthrop Cobbosseecontee,09/10/2022,Sat,3504,1,13:00,19:00,21.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-09-10,9,2022
Thorofare Rd,09/10/2022,Sat,4944,1,07:00,17:00,41.0,0.0,Litchfield,Pleasant Pond,600.0,2022-09-10,9,2022
Launch Drive Cobbosseecontee,09/10/2022,Sat,5670,1,07:00,17:00,60.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2022-09-10,9,2022
Old Kents Hill Road,09/10/2022,Sat,2092,0,06:50,09:00,1.0,0.0,Readfield,Torsey Lake,130.0,2022-09-10,9,2022
Rt 41 North Basin Maranacook,09/11/2022,Sun,5633,1,13:06,19:00,11.0,0.0,Readfield,Maranacook Lake,354.0,2022-09-11,9,2022
Thorofare Rd,09/11/2022,Sun,4944,1,07:00,17:00,30.0,0.0,Litchfield,Pleasant Pond,600.0,2022-09-11,9,2022
Old Kents Hill Road,09/11/2022,Sun,1292,0,15:00,17:00,0.0,0.0,Readfield,Torsey Lake,120.0,2022-09-11,9,2022
Launch Drive Cobbosseecontee,09/11/2022,Sun,3504,1,07:00,17:00,36.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2022-09-11,9,2022
